"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Reported cases","N","2001-10","NO","Norway",248.000000000,""
"Pertussis","All cases","Reported cases","N","2001-10","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-10","SE","Sweden",82.000000000,""
"Pertussis","All cases","Reported cases","N","2001-10","UK","United Kingdom",33.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2001-11","DK","Denmark",135.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","EL","Greece",2.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","ES","Spain",7.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","EU_EEA31","EU/EEA",660.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","FR","France",6.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","IE","Ireland",17.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","IT","Italy",82.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2001-11","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2001-11","NO","Norway",289.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","SE","Sweden",91.000000000,""
"Pertussis","All cases","Reported cases","N","2001-11","UK","United Kingdom",31.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2001-12","DK","Denmark",150.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","ES","Spain",8.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","EU_EEA31","EU/EEA",696.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","FR","France",4.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","IE","Ireland",8.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","IT","Italy",102.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2001-12","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2001-12","NO","Norway",294.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","SE","Sweden",103.000000000,""
"Pertussis","All cases","Reported cases","N","2001-12","UK","United Kingdom",26.000000000,""
"Pertussis","All cases","Reported cases","N","2002","AT","Austria",157.000000000,""
"Pertussis","All cases","Reported cases","N","2002","DK","Denmark",1938.000000000,""
"Pertussis","All cases","Reported cases","N","2002","EL","Greece",16.000000000,""
"Pertussis","All cases","Reported cases","N","2002","ES","Spain",347.000000000,""
"Pertussis","All cases","Reported cases","N","2002","EU_EEA31","EU/EEA",14718.000000000,""
"Pertussis","All cases","Reported cases","N","2002","FR","France",60.000000000,""
"Pertussis","All cases","Reported cases","N","2002","IE","Ireland",131.000000000,""
"Pertussis","All cases","Reported cases","N","2002","IS","Iceland",11.000000000,""
"Pertussis","All cases","Reported cases","N","2002","IT","Italy",2576.000000000,""
"Pertussis","All cases","Reported cases","N","2002","LT","Lithuania",23.000000000,""
"Pertussis","All cases","Reported cases","N","2002","MT","Malta",4.000000000,""
"Pertussis","All cases","Reported cases","N","2002","NL","Netherlands",4549.000000000,""
"Pertussis","All cases","Reported cases","N","2002","NO","Norway",3174.000000000,""
"Pertussis","All cases","Reported cases","N","2002","PT","Portugal",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002","SE","Sweden",1350.000000000,""
"Pertussis","All cases","Reported cases","N","2002","UK","United Kingdom",380.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-01","DK","Denmark",160.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-01","EU_EEA31","EU/EEA",589.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","FR","France",9.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","IE","Ireland",5.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","IS","Iceland",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","IT","Italy",153.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-01","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-01","NO","Norway",240.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-01","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-01","UK","United Kingdom",19.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-02","DK","Denmark",127.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","EL","Greece",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-02","EU_EEA31","EU/EEA",522.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","FR","France",5.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","IE","Ireland",14.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","IT","Italy",115.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-02","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-02","NO","Norway",229.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-02","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-02","UK","United Kingdom",29.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-03","DK","Denmark",112.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-03","EU_EEA31","EU/EEA",573.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","FR","France",8.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","IE","Ireland",10.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","IT","Italy",206.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-03","MT","Malta",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-03","NO","Norway",211.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-03","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-03","UK","United Kingdom",25.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-04","DK","Denmark",102.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-04","EU_EEA31","EU/EEA",646.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","FR","France",4.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","IE","Ireland",12.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","IT","Italy",252.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-04","MT","Malta",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-04","NO","Norway",242.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-04","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-04","UK","United Kingdom",32.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-05","DK","Denmark",116.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","EL","Greece",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-05","EU_EEA31","EU/EEA",698.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","FR","France",5.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","IE","Ireland",14.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","IT","Italy",292.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-05","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-05","NO","Norway",225.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-05","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-05","UK","United Kingdom",44.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-06","DK","Denmark",215.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","EL","Greece",5.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-06","EU_EEA31","EU/EEA",838.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","FR","France",6.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","IE","Ireland",23.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","IT","Italy",335.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-06","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-06","NO","Norway",197.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-06","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-06","UK","United Kingdom",57.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-07","DK","Denmark",174.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","EL","Greece",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-07","EU_EEA31","EU/EEA",838.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","FR","France",7.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","IE","Ireland",15.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","IS","Iceland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","IT","Italy",345.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-07","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-07","NO","Norway",256.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-07","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-07","UK","United Kingdom",36.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-08","DK","Denmark",178.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","EL","Greece",3.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-08","EU_EEA31","EU/EEA",756.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","FR","France",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","IE","Ireland",13.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","IT","Italy",234.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-08","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-08","NO","Norway",292.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-08","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-08","UK","United Kingdom",34.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-09","DK","Denmark",190.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","EL","Greece",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-09","EU_EEA31","EU/EEA",791.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","FR","France",7.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","IE","Ireland",12.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","IT","Italy",211.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-09","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-09","NO","Norway",313.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-09","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-09","UK","United Kingdom",56.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-10","DK","Denmark",139.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-10","EU_EEA31","EU/EEA",744.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","FR","France",4.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","IE","Ireland",7.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","IT","Italy",213.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-10","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-10","NO","Norway",362.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-10","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-10","UK","United Kingdom",18.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-11","DK","Denmark",234.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","EL","Greece",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-11","EU_EEA31","EU/EEA",727.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","FR","France",2.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","IE","Ireland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","IT","Italy",118.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-11","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-11","NO","Norway",344.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-11","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-11","UK","United Kingdom",24.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2002-12","DK","Denmark",158.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","EL","Greece",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2002-12","EU_EEA31","EU/EEA",537.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","FR","France",3.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","IE","Ireland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","IT","Italy",102.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2002-12","MT","Malta",1.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2002-12","NO","Norway",263.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2002-12","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2002-12","UK","United Kingdom",6.000000000,""
"Pertussis","All cases","Reported cases","N","2003","AT","Austria",170.000000000,""
"Pertussis","All cases","Reported cases","N","2003","BG","Bulgaria",180.000000000,""
"Pertussis","All cases","Reported cases","N","2003","CY","Cyprus",58.000000000,""
"Pertussis","All cases","Reported cases","N","2003","CZ","Czech Republic",342.000000000,""
"Pertussis","All cases","Reported cases","N","2003","DK","Denmark",566.000000000,""
"Pertussis","All cases","Reported cases","N","2003","EE","Estonia",623.000000000,""
"Pertussis","All cases","Reported cases","N","2003","EL","Greece",10.000000000,""
"Pertussis","All cases","Reported cases","N","2003","ES","Spain",551.000000000,""
"Pertussis","All cases","Reported cases","N","2003","EU_EEA31","EU/EEA",14304.000000000,""
"Pertussis","All cases","Reported cases","N","2003","FI","Finland",1264.000000000,""
"Pertussis","All cases","Reported cases","N","2003","FR","France",60.000000000,""
"Pertussis","All cases","Reported cases","N","2003","HR","Croatia",94.000000000,""
"Pertussis","All cases","Reported cases","N","2003","HU","Hungary",29.000000000,""
"Pertussis","All cases","Reported cases","N","2003","IE","Ireland",40.000000000,""
"Pertussis","All cases","Reported cases","N","2003","IS","Iceland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2003","IT","Italy",1278.000000000,""
"Pertussis","All cases","Reported cases","N","2003","LT","Lithuania",5.000000000,""
"Pertussis","All cases","Reported cases","N","2003","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2003","LV","Latvia",99.000000000,""
"Pertussis","All cases","Reported cases","N","2003","MT","Malta",7.000000000,""
"Pertussis","All cases","Reported cases","N","2003","NL","Netherlands",2862.000000000,""
"Pertussis","All cases","Reported cases","N","2003","NO","Norway",2768.000000000,""
"Pertussis","All cases","Reported cases","N","2003","PL","Poland",2034.000000000,""
"Pertussis","All cases","Reported cases","N","2003","PT","Portugal",4.000000000,""
"Pertussis","All cases","Reported cases","N","2003","RO","Romania",94.000000000,""
"Pertussis","All cases","Reported cases","N","2003","SE","Sweden",664.000000000,""
"Pertussis","All cases","Reported cases","N","2003","SI","Slovenia",182.000000000,""
"Pertussis","All cases","Reported cases","N","2003","SK","Slovakia",47.000000000,""
"Pertussis","All cases","Reported cases","N","2003","UK","United Kingdom",270.000000000,""
"Pertussis","All cases","Reported cases","N","2003-01","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2003-01","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2003-01","CY","Cyprus",-,""
"Pertussis","All cases","Reported cases","N","2003-01","CZ","Czech Republic",-,""
"Pertussis","All cases","Reported cases","N","2003-01","DK","Denmark",134.000000000,""
"Pertussis","All cases","Reported cases","N","2003-01","EE","Estonia",-,""
"Pertussis","All cases","Reported cases","N","2003-01","EL","Greece",-,""
"Pertussis","All cases","Reported cases","N","2003-01","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2003-01","EU_EEA31","EU/EEA",140.000000000,""
"Pertussis","All cases","Reported cases","N","2003-01","FI","Finland",-,""
"Pertussis","All cases","Reported cases","N","2003-01","FR","France",6.000000000,""
"Pertussis","All cases","Reported cases","N","2003-01","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2003-01","HU","Hungary",-,""
"Pertussis","All cases","Reported cases","N","2003-01","IE","Ireland",-,""
"Pertussis","All cases","Reported cases","N","2003-01","IS","Iceland",-,""
"Pertussis","All cases","Reported cases","N","2003-01","IT","Italy",-,""
"Pertussis","All cases","Reported cases","N","2003-01","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2003-01","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2003-01","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2003-01","MT","Malta",-,""
"Pertussis","All cases","Reported cases","N","2003-01","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2003-01","NO","Norway",-,""
"Pertussis","All cases","Reported cases","N","2003-01","PL","Poland",-,""
"Pertussis","All cases","Reported cases","N","2003-01","PT","Portugal",-,""
"Pertussis","All cases","Reported cases","N","2003-01","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2003-01","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2003-01","SI","Slovenia",-,""
"Pertussis","All cases","Reported cases","N","2003-01","SK","Slovakia",-,""
"Pertussis","All cases","Reported cases","N","2003-01","UK","United Kingdom",-,""
"Pertussis","All cases","Reported cases","N","2003-02","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2003-02","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2003-02","CY","Cyprus",-,""
"Pertussis","All cases","Reported cases","N","2003-02","CZ","Czech Republic",-,""
"Pertussis","All cases","Reported cases","N","2003-02","DK","Denmark",65.000000000,""
"Pertussis","All cases","Reported cases","N","2003-02","EE","Estonia",-,""
"Pertussis","All cases","Reported cases","N","2003-02","EL","Greece",-,""
"Pertussis","All cases","Reported cases","N","2003-02","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2003-02","EU_EEA31","EU/EEA",72.000000000,""
"Pertussis","All cases","Reported cases","N","2003-02","FI","Finland",-,""
"Pertussis","All cases","Reported cases","N","2003-02","FR","France",7.000000000,""
"Pertussis","All cases","Reported cases","N","2003-02","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2003-02","HU","Hungary",-,""
"Pertussis","All cases","Reported cases","N","2003-02","IE","Ireland",-,""
"Pertussis","All cases","Reported cases","N","2003-02","IS","Iceland",-,""
"Pertussis","All cases","Reported cases","N","2003-02","IT","Italy",-,""
"Pertussis","All cases","Reported cases","N","2003-02","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2003-02","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2003-02","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2003-02","MT","Malta",-,""
"Pertussis","All cases","Reported cases","N","2003-02","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2003-02","NO","Norway",-,""
"Pertussis","All cases","Reported cases","N","2003-02","PL","Poland",-,""
"Pertussis","All cases","Reported cases","N","2003-02","PT","Portugal",-,""
"Pertussis","All cases","Reported cases","N","2003-02","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2003-02","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2003-02","SI","Slovenia",-,""
"Pertussis","All cases","Reported cases","N","2003-02","SK","Slovakia",-,""
"Pertussis","All cases","Reported cases","N","2003-02","UK","United Kingdom",-,""
"Pertussis","All cases","Reported cases","N","2003-03","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2003-03","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2003-03","CY","Cyprus",-,""
"Pertussis","All cases","Reported cases","N","2003-03","CZ","Czech Republic",-,""
"Pertussis","All cases","Reported cases","N","2003-03","DK","Denmark",29.000000000,""
"Pertussis","All cases","Reported cases","N","2003-03","EE","Estonia",-,""
"Pertussis","All cases","Reported cases","N","2003-03","EL","Greece",-,""
"Pertussis","All cases","Reported cases","N","2003-03","ES","Spain",-,""
"Pertussis","All cases","Reported cases","N","2003-03","EU_EEA31","EU/EEA",34.000000000,""
"Pertussis","All cases","Reported cases","N","2003-03","FI","Finland",-,""
"Pertussis","All cases","Reported cases","N","2003-03","FR","France",5.000000000,""
"Pertussis","All cases","Reported cases","N","2003-03","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2003-03","HU","Hungary",-,""
"Pertussis","All cases","Reported cases","N","2003-03","IE","Ireland",-,""
"Pertussis","All cases","Reported cases","N","2003-03","IS","Iceland",-,""
"Pertussis","All cases","Reported cases","N","2003-03","IT","Italy",-,""
"Pertussis","All cases","Reported cases","N","2003-03","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2003-03","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2003-03","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2003-03","MT","Malta",-,""
"Pertussis","All cases","Reported cases","N","2003-03","NL","Netherlands",-,""
"Pertussis","All cases","Reported cases","N","2003-03","NO","Norway",-,""
"Pertussis","All cases","Reported cases","N","2003-03","PL","Poland",-,""
"Pertussis","All cases","Reported cases","N","2003-03","PT","Portugal",-,""
"Pertussis","All cases","Reported cases","N","2003-03","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2003-03","SE","Sweden",-,""
"Pertussis","All cases","Reported cases","N","2003-03","SI","Slovenia",-,""
"Pertussis","All cases","Reported cases","N","2003-03","SK","Slovakia",-,""
"Pertussis","All cases","Reported cases","N","2003-03","UK","United Kingdom",-,""
"Pertussis","All cases","Reported cases","N","2003-04","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2003-04","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2003-04","CY","Cyprus",-,""
