"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Reported cases","N","2007-01","CZ","Czech Republic",14.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","DK","Denmark",53.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","EE","Estonia",32.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","EL","Greece",5.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","ES","Spain",8.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","EU_EEA31","EU/EEA",1948.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","FI","Finland",40.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","FR","France",8.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-01","HU","Hungary",7.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","IE","Ireland",12.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-01","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-01","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","NL","Netherlands",446.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","NO","Norway",986.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","PL","Poland",190.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-01","SE","Sweden",87.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","SI","Slovenia",56.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","SK","Slovakia",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-01","UK","United Kingdom",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-02","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-02","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-02","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","CZ","Czech Republic",15.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","DK","Denmark",28.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","EE","Estonia",40.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","EL","Greece",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","ES","Spain",10.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","EU_EEA31","EU/EEA",1830.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","FI","Finland",48.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","FR","France",10.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-02","HU","Hungary",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","IE","Ireland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-02","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-02","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","NL","Netherlands",512.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","NO","Norway",708.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","PL","Poland",261.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-02","SE","Sweden",98.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","SI","Slovenia",81.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","SK","Slovakia",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-02","UK","United Kingdom",5.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-03","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-03","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-03","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","CZ","Czech Republic",10.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","DK","Denmark",31.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","EE","Estonia",34.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","EL","Greece",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","ES","Spain",12.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","EU_EEA31","EU/EEA",1558.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","FI","Finland",34.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","FR","France",8.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-03","HU","Hungary",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","IE","Ireland",7.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-03","LU","Luxembourg",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-03","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","NL","Netherlands",461.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","NO","Norway",491.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","PL","Poland",277.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","PT","Portugal",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-03","SE","Sweden",64.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","SI","Slovenia",62.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","SK","Slovakia",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-03","UK","United Kingdom",52.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-04","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-04","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-04","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","CZ","Czech Republic",9.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","DK","Denmark",23.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","EE","Estonia",18.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","ES","Spain",23.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","EU_EEA31","EU/EEA",1072.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","FI","Finland",28.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","FR","France",5.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-04","HU","Hungary",11.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","IE","Ireland",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-04","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-04","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","NL","Netherlands",229.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","NO","Norway",361.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","PL","Poland",193.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-04","SE","Sweden",35.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","SI","Slovenia",58.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","SK","Slovakia",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-04","UK","United Kingdom",69.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-05","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-05","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-05","CY","Cyprus",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","CZ","Czech Republic",15.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","DK","Denmark",40.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","EE","Estonia",21.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","EL","Greece",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","ES","Spain",28.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","EU_EEA31","EU/EEA",1497.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","FI","Finland",30.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","FR","France",5.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-05","HU","Hungary",10.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","IE","Ireland",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-05","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-05","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","NL","Netherlands",456.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","NO","Norway",467.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","PL","Poland",185.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","PT","Portugal",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-05","SE","Sweden",65.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","SI","Slovenia",86.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","SK","Slovakia",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-05","UK","United Kingdom",81.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-06","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-06","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-06","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","CZ","Czech Republic",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","DK","Denmark",32.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","EE","Estonia",14.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","EL","Greece",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","ES","Spain",54.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","EU_EEA31","EU/EEA",1460.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","FI","Finland",22.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","FR","France",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-06","HU","Hungary",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","IE","Ireland",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-06","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-06","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","NL","Netherlands",650.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","NO","Norway",356.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","PL","Poland",129.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","PT","Portugal",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-06","SE","Sweden",48.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","SI","Slovenia",71.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","SK","Slovakia",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-06","UK","United Kingdom",64.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-07","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-07","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-07","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","CZ","Czech Republic",26.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","DK","Denmark",53.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","EE","Estonia",8.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","ES","Spain",27.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","EU_EEA31","EU/EEA",1668.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","FI","Finland",17.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","FR","France",7.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-07","HU","Hungary",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","IE","Ireland",11.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-07","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-07","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","NL","Netherlands",819.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","NO","Norway",286.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","PL","Poland",130.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","PT","Portugal",5.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-07","SE","Sweden",67.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","SI","Slovenia",100.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","SK","Slovakia",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-07","UK","United Kingdom",108.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-08","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-08","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-08","CY","Cyprus",7.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","CZ","Czech Republic",13.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","DK","Denmark",67.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","EE","Estonia",27.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","EL","Greece",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","ES","Spain",23.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","EU_EEA31","EU/EEA",1932.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","FI","Finland",58.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","FR","France",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-08","HU","Hungary",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","IE","Ireland",7.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-08","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-08","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","NL","Netherlands",934.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","NO","Norway",439.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","PL","Poland",102.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-08","SE","Sweden",49.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","SI","Slovenia",57.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","SK","Slovakia",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-08","UK","United Kingdom",138.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-09","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-09","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-09","CY","Cyprus",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","CZ","Czech Republic",11.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","DK","Denmark",33.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","EE","Estonia",42.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","EL","Greece",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","ES","Spain",15.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","EU_EEA31","EU/EEA",1760.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","FI","Finland",46.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","FR","France",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-09","HU","Hungary",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","IE","Ireland",11.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","IS","Iceland",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-09","LU","Luxembourg",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-09","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","NL","Netherlands",894.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","NO","Norway",359.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","PL","Poland",115.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","PT","Portugal",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-09","SE","Sweden",51.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","SI","Slovenia",35.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","SK","Slovakia",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-09","UK","United Kingdom",134.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-10","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-10","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-10","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","CZ","Czech Republic",21.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","DK","Denmark",43.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","EE","Estonia",64.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","EL","Greece",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","ES","Spain",40.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","EU_EEA31","EU/EEA",1926.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","FI","Finland",60.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","FR","France",3.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-10","HU","Hungary",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","IE","Ireland",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-10","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-10","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","NL","Netherlands",945.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","NO","Norway",315.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","PL","Poland",164.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","PT","Portugal",4.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-10","SE","Sweden",55.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","SI","Slovenia",31.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","SK","Slovakia",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-10","UK","United Kingdom",163.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-11","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-11","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-11","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","CZ","Czech Republic",8.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","DK","Denmark",34.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","EE","Estonia",57.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","ES","Spain",9.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","EU_EEA31","EU/EEA",1422.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","FI","Finland",46.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","FR","France",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-11","HU","Hungary",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","IE","Ireland",6.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","IT","Italy",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-11","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-11","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","NL","Netherlands",591.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","NO","Norway",372.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","PL","Poland",119.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-11","SE","Sweden",41.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","SI","Slovenia",10.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","SK","Slovakia",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-11","UK","United Kingdom",126.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","AT","Austria",-,""
"Pertussis","All cases","Reported cases","N","2007-12","BE","Belgium",-,""
"Pertussis","All cases","Reported cases","N","2007-12","BG","Bulgaria",-,""
"Pertussis","All cases","Reported cases","N","2007-12","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","CZ","Czech Republic",40.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","DK","Denmark",18.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","EE","Estonia",52.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","EL","Greece",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","ES","Spain",14.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","EU_EEA31","EU/EEA",1952.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","FI","Finland",51.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","FR","France",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","HR","Croatia",-,""
"Pertussis","All cases","Reported cases","N","2007-12","HU","Hungary",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","IE","Ireland",2.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","IS","Iceland",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","IT","Italy",795.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","LT","Lithuania",-,""
"Pertussis","All cases","Reported cases","N","2007-12","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","LV","Latvia",-,""
"Pertussis","All cases","Reported cases","N","2007-12","MT","Malta",0.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","NL","Netherlands",437.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","NO","Norway",233.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","PL","Poland",122.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","PT","Portugal",1.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","RO","Romania",-,""
"Pertussis","All cases","Reported cases","N","2007-12","SE","Sweden",25.000000000,""
"Pertussis","All cases","Reported cases","N","2007-12","SI","Slovenia",61.000000000,""
